session_key,player_key,game_key,timestamp,date,hour,day_of_week,week,month,is_weekend,platform,region,player_type,duration_mins
12499,72,7.0,2026-03-11 18:34:18.196005,2026-03-11,18,Wednesday,11,3,False,PC,North America,regular,114.0
12500,188,,2026-03-11 18:39:18.196005,2026-03-11,18,Wednesday,11,3,False,PlayStation 5,Asia,regular,102.0
12501,135,,2026-03-11 18:39:18.196005,2026-03-11,18,Wednesday,11,3,False,Xbox Series X,North America,regular,58.0
12502,3,4.0,2026-03-11 18:42:18.196005,2026-03-11,18,Wednesday,11,3,False,PC,South America,hardcore,143.0
12503,156,,2026-03-11 18:43:18.196005,2026-03-11,18,Wednesday,11,3,False,PC,Europe,hardcore,276.0
12504,174,6.0,2026-03-11 18:50:18.196005,2026-03-11,18,Wednesday,11,3,False,PC,South America,hardcore,126.0
12505,197,,2026-03-11 19:15:18.196005,2026-03-11,19,Wednesday,11,3,False,PlayStation 5,Europe,hardcore,233.0
12506,344,,2026-03-11 19:23:18.196005,2026-03-11,19,Wednesday,11,3,False,PlayStation 5,Europe,regular,109.0
12507,214,,2026-03-11 19:24:18.196005,2026-03-11,19,Wednesday,11,3,False,PlayStation 5,North America,hardcore,218.0
12508,22,,2026-03-11 19:26:18.196005,2026-03-11,19,Wednesday,11,3,False,PlayStation 5,Europe,regular,109.0
12509,56,8.0,2026-03-11 19:29:18.196005,2026-03-11,19,Wednesday,11,3,False,Xbox Series X,North America,regular,65.0
12510,174,6.0,2026-03-11 19:29:18.196005,2026-03-11,19,Wednesday,11,3,False,PC,South America,hardcore,217.0
12511,8,,2026-03-11 19:30:18.196005,2026-03-11,19,Wednesday,11,3,False,PC,Europe,regular,53.0
12512,292,7.0,2026-03-11 19:32:18.196005,2026-03-11,19,Wednesday,11,3,False,Xbox Series X,Europe,hardcore,237.0
12513,164,,2026-03-11 19:39:18.196005,2026-03-11,19,Wednesday,11,3,False,Xbox Series X,North America,hardcore,180.0
12514,371,4.0,2026-03-11 19:43:18.196005,2026-03-11,19,Wednesday,11,3,False,PlayStation 5,North America,regular,110.0
12515,213,10.0,2026-03-11 19:46:18.196005,2026-03-11,19,Wednesday,11,3,False,Xbox Series X,Asia,regular,95.0
12516,337,3.0,2026-03-11 19:49:18.196005,2026-03-11,19,Wednesday,11,3,False,Xbox Series X,North America,hardcore,118.0
12517,304,7.0,2026-03-11 19:53:18.196005,2026-03-11,19,Wednesday,11,3,False,PlayStation 5,North America,hardcore,175.0
12518,3,4.0,2026-03-11 19:59:18.196005,2026-03-11,19,Wednesday,11,3,False,PC,South America,hardcore,285.0
12519,292,7.0,2026-03-11 20:05:18.196005,2026-03-11,20,Wednesday,11,3,False,Xbox Series X,Europe,hardcore,295.0
12520,152,,2026-03-11 20:08:18.196005,2026-03-11,20,Wednesday,11,3,False,PC,Europe,hardcore,172.0
12521,389,7.0,2026-03-11 20:17:18.196005,2026-03-11,20,Wednesday,11,3,False,PC,North America,regular,97.0
12522,409,4.0,2026-03-11 20:26:18.196005,2026-03-11,20,Wednesday,11,3,False,PC,Asia,hardcore,255.0
12523,285,6.0,2026-03-11 20:27:18.196005,2026-03-11,20,Wednesday,11,3,False,PlayStation 5,Oceania,regular,83.0
12524,356,4.0,2026-03-11 20:33:18.196005,2026-03-11,20,Wednesday,11,3,False,PC,Europe,hardcore,282.0
12525,278,8.0,2026-03-11 20:35:18.196005,2026-03-11,20,Wednesday,11,3,False,PlayStation 5,Europe,regular,66.0
12526,55,3.0,2026-03-11 20:37:18.196005,2026-03-11,20,Wednesday,11,3,False,Xbox Series X,North America,regular,100.0
12527,267,9.0,2026-03-11 20:38:18.196005,2026-03-11,20,Wednesday,11,3,False,PlayStation 5,Europe,regular,86.0
12528,341,9.0,2026-03-11 20:46:18.196005,2026-03-11,20,Wednesday,11,3,False,PlayStation 5,North America,hardcore,207.0
12529,266,3.0,2026-03-11 20:47:18.196005,2026-03-11,20,Wednesday,11,3,False,Xbox Series X,North America,regular,78.0
12530,337,3.0,2026-03-11 20:55:18.196005,2026-03-11,20,Wednesday,11,3,False,Xbox Series X,North America,hardcore,260.0
12531,334,,2026-03-11 21:02:18.196005,2026-03-11,21,Wednesday,11,3,False,PlayStation 5,Asia,hardcore,192.0
12532,94,,2026-03-11 21:15:18.196005,2026-03-11,21,Wednesday,11,3,False,PC,Asia,regular,85.0
12533,304,7.0,2026-03-11 21:30:18.196005,2026-03-11,21,Wednesday,11,3,False,PlayStation 5,North America,hardcore,243.0
12534,259,9.0,2026-03-11 21:33:18.196005,2026-03-11,21,Wednesday,11,3,False,PC,North America,hardcore,203.0
12535,127,10.0,2026-03-11 21:39:18.196005,2026-03-11,21,Wednesday,11,3,False,Xbox Series X,Asia,hardcore,151.0
12536,213,10.0,2026-03-11 21:42:18.196005,2026-03-11,21,Wednesday,11,3,False,Xbox Series X,Asia,regular,102.0
12537,376,10.0,2026-03-11 21:51:18.196005,2026-03-11,21,Wednesday,11,3,False,Xbox Series X,Europe,hardcore,169.0
12538,361,9.0,2026-03-11 22:11:18.196005,2026-03-11,22,Wednesday,11,3,False,PlayStation 5,Europe,regular,54.0
12539,214,,2026-03-11 22:22:18.196005,2026-03-11,22,Wednesday,11,3,False,PlayStation 5,North America,hardcore,242.0
12540,356,4.0,2026-03-11 22:24:18.196005,2026-03-11,22,Wednesday,11,3,False,PC,Europe,hardcore,238.0
12541,280,1.0,2026-03-11 22:27:18.196005,2026-03-11,22,Wednesday,11,3,False,PC,Europe,hardcore,218.0
12542,111,9.0,2026-03-11 22:41:18.196005,2026-03-11,22,Wednesday,11,3,False,PC,Asia,hardcore,206.0
12543,285,6.0,2026-03-11 22:45:18.196005,2026-03-11,22,Wednesday,11,3,False,PlayStation 5,Oceania,regular,100.0
12544,334,,2026-03-11 22:50:18.196005,2026-03-11,22,Wednesday,11,3,False,PlayStation 5,Asia,hardcore,167.0
12545,56,8.0,2026-03-11 22:51:18.196005,2026-03-11,22,Wednesday,11,3,False,Xbox Series X,North America,regular,119.0
12546,367,,2026-03-11 22:53:18.196005,2026-03-11,22,Wednesday,11,3,False,PlayStation 5,Asia,hardcore,108.0
12547,363,8.0,2026-03-11 22:58:18.196005,2026-03-11,22,Wednesday,11,3,False,Xbox Series X,South America,hardcore,290.0
12548,341,9.0,2026-03-11 23:02:18.196005,2026-03-11,23,Wednesday,11,3,False,PlayStation 5,North America,hardcore,164.0
12549,87,,2026-03-11 23:10:18.196005,2026-03-11,23,Wednesday,11,3,False,PC,Europe,hardcore,253.0
12550,87,,2026-03-11 23:12:18.196005,2026-03-11,23,Wednesday,11,3,False,PC,Europe,hardcore,278.0
12551,87,,2026-03-11 23:14:18.196005,2026-03-11,23,Wednesday,11,3,False,PC,Europe,hardcore,232.0
12552,135,,2026-03-11 23:14:18.196005,2026-03-11,23,Wednesday,11,3,False,Xbox Series X,North America,regular,75.0
12553,363,8.0,2026-03-11 23:26:18.196005,2026-03-11,23,Wednesday,11,3,False,Xbox Series X,South America,hardcore,269.0
12554,152,,2026-03-11 23:27:18.196005,2026-03-11,23,Wednesday,11,3,False,PC,Europe,hardcore,239.0
12555,71,,2026-03-11 23:30:18.196005,2026-03-11,23,Wednesday,11,3,False,Xbox Series X,Europe,regular,97.0
12556,280,1.0,2026-03-11 23:43:18.196005,2026-03-11,23,Wednesday,11,3,False,PC,Europe,hardcore,273.0
12557,84,6.0,2026-03-11 23:51:18.196005,2026-03-11,23,Wednesday,11,3,False,PlayStation 5,Asia,hardcore,96.0
12558,94,,2026-03-11 23:55:18.196005,2026-03-11,23,Wednesday,11,3,False,PC,Asia,regular,62.0
12559,197,,2026-03-11 23:59:18.196005,2026-03-11,23,Wednesday,11,3,False,PlayStation 5,Europe,hardcore,213.0
12560,167,10.0,2026-03-12 00:12:18.196005,2026-03-12,0,Thursday,11,3,False,PC,North America,regular,74.0
12561,8,,2026-03-12 00:12:18.196005,2026-03-12,0,Thursday,11,3,False,PC,Europe,regular,111.0
12562,430,8.0,2026-03-12 00:17:18.196005,2026-03-12,0,Thursday,11,3,False,PlayStation 5,Asia,regular,104.0
12563,368,7.0,2026-03-12 00:49:18.196005,2026-03-12,0,Thursday,11,3,False,Xbox Series X,North America,regular,92.0
12564,368,7.0,2026-03-12 00:49:18.196005,2026-03-12,0,Thursday,11,3,False,Xbox Series X,North America,regular,97.0
12565,121,8.0,2026-03-12 00:51:18.196005,2026-03-12,0,Thursday,11,3,False,PC,North America,regular,63.0
12566,214,,2026-03-12 00:54:18.196005,2026-03-12,0,Thursday,11,3,False,PlayStation 5,North America,hardcore,231.0
12567,388,6.0,2026-03-12 00:58:18.196005,2026-03-12,0,Thursday,11,3,False,PlayStation 5,North America,casual,31.0
12568,430,8.0,2026-03-12 01:00:18.196005,2026-03-12,1,Thursday,11,3,False,PlayStation 5,Asia,regular,50.0
12569,294,3.0,2026-03-12 01:14:18.196005,2026-03-12,1,Thursday,11,3,False,PlayStation 5,Europe,regular,57.0
12570,170,1.0,2026-03-12 01:33:18.196005,2026-03-12,1,Thursday,11,3,False,PC,Europe,hardcore,178.0
12571,91,,2026-03-12 01:55:18.196005,2026-03-12,1,Thursday,11,3,False,Xbox Series X,Oceania,hardcore,93.0
12572,21,9.0,2026-03-12 01:59:18.196005,2026-03-12,1,Thursday,11,3,False,Xbox Series X,Europe,hardcore,264.0
12573,205,7.0,2026-03-12 02:12:18.196005,2026-03-12,2,Thursday,11,3,False,Xbox Series X,South America,hardcore,229.0
12574,341,9.0,2026-03-12 02:19:18.196005,2026-03-12,2,Thursday,11,3,False,PlayStation 5,North America,hardcore,274.0
12575,306,8.0,2026-03-12 02:37:18.196005,2026-03-12,2,Thursday,11,3,False,PlayStation 5,Europe,regular,79.0
12576,363,8.0,2026-03-12 02:40:18.196005,2026-03-12,2,Thursday,11,3,False,Xbox Series X,South America,hardcore,213.0
12577,297,10.0,2026-03-12 02:46:18.196005,2026-03-12,2,Thursday,11,3,False,Xbox Series X,North America,hardcore,204.0
12578,394,10.0,2026-03-12 03:02:18.196005,2026-03-12,3,Thursday,11,3,False,Xbox Series X,Asia,casual,24.0
12579,368,7.0,2026-03-12 03:03:18.196005,2026-03-12,3,Thursday,11,3,False,Xbox Series X,North America,regular,96.0
12580,63,7.0,2026-03-12 03:12:18.196005,2026-03-12,3,Thursday,11,3,False,PC,Asia,hardcore,128.0
12581,334,,2026-03-12 03:17:18.196005,2026-03-12,3,Thursday,11,3,False,PlayStation 5,Asia,hardcore,136.0
12582,256,,2026-03-12 03:22:18.196005,2026-03-12,3,Thursday,11,3,False,PlayStation 5,Asia,hardcore,241.0
12583,256,,2026-03-12 11:39:18.196005,2026-03-12,11,Thursday,11,3,False,PlayStation 5,Asia,hardcore,99.0
12584,215,10.0,2026-03-12 12:06:18.196005,2026-03-12,12,Thursday,11,3,False,PC,Europe,regular,84.0
12585,389,7.0,2026-03-12 12:11:18.196005,2026-03-12,12,Thursday,11,3,False,PC,North America,regular,103.0
12586,229,8.0,2026-03-12 12:14:18.196005,2026-03-12,12,Thursday,11,3,False,Xbox Series X,North America,regular,97.0
12587,63,7.0,2026-03-12 12:15:18.196005,2026-03-12,12,Thursday,11,3,False,PC,Asia,hardcore,293.0
12588,197,,2026-03-12 12:15:18.196005,2026-03-12,12,Thursday,11,3,False,PlayStation 5,Europe,hardcore,155.0
12589,160,6.0,2026-03-12 12:22:18.196005,2026-03-12,12,Thursday,11,3,False,Xbox Series X,Europe,regular,66.0
12590,232,10.0,2026-03-12 12:22:18.196005,2026-03-12,12,Thursday,11,3,False,PlayStation 5,North America,hardcore,210.0
12591,8,,2026-03-12 12:44:18.196005,2026-03-12,12,Thursday,11,3,False,PC,Europe,regular,59.0
12592,341,9.0,2026-03-12 12:45:18.196005,2026-03-12,12,Thursday,11,3,False,PlayStation 5,North America,hardcore,158.0
12593,363,8.0,2026-03-12 12:56:18.196005,2026-03-12,12,Thursday,11,3,False,Xbox Series X,South America,hardcore,115.0
12594,368,7.0,2026-03-12 13:07:18.196005,2026-03-12,13,Thursday,11,3,False,Xbox Series X,North America,regular,102.0
12595,256,,2026-03-12 13:21:18.196005,2026-03-12,13,Thursday,11,3,False,PlayStation 5,Asia,hardcore,209.0
12596,121,8.0,2026-03-12 13:32:18.196005,2026-03-12,13,Thursday,11,3,False,PC,North America,regular,91.0
12597,279,9.0,2026-03-12 13:38:18.196005,2026-03-12,13,Thursday,11,3,False,PlayStation 5,Asia,hardcore,232.0
12598,292,7.0,2026-03-12 13:39:18.196005,2026-03-12,13,Thursday,11,3,False,Xbox Series X,Europe,hardcore,197.0
12599,203,7.0,2026-03-12 13:41:18.196005,2026-03-12,13,Thursday,11,3,False,PlayStation 5,Europe,hardcore,183.0
12600,214,,2026-03-12 13:41:18.196005,2026-03-12,13,Thursday,11,3,False,PlayStation 5,North America,hardcore,97.0
12601,360,9.0,2026-03-12 13:44:18.196005,2026-03-12,13,Thursday,11,3,False,Xbox Series X,Asia,hardcore,246.0
12602,214,,2026-03-12 13:57:18.196005,2026-03-12,13,Thursday,11,3,False,PlayStation 5,North America,hardcore,228.0
12603,304,7.0,2026-03-12 14:06:18.196005,2026-03-12,14,Thursday,11,3,False,PlayStation 5,North America,hardcore,161.0
12604,280,1.0,2026-03-12 14:08:18.196005,2026-03-12,14,Thursday,11,3,False,PC,Europe,hardcore,249.0
12605,143,10.0,2026-03-12 14:18:18.196005,2026-03-12,14,Thursday,11,3,False,Xbox Series X,Europe,regular,54.0
12606,344,,2026-03-12 14:20:18.196005,2026-03-12,14,Thursday,11,3,False,PlayStation 5,Europe,regular,95.0
12607,156,,2026-03-12 14:24:18.196005,2026-03-12,14,Thursday,11,3,False,PC,Europe,hardcore,250.0
12608,156,,2026-03-12 14:51:18.196005,2026-03-12,14,Thursday,11,3,False,PC,Europe,hardcore,254.0
12609,363,8.0,2026-03-12 15:01:18.196005,2026-03-12,15,Thursday,11,3,False,Xbox Series X,South America,hardcore,180.0
12610,306,8.0,2026-03-12 15:04:18.196005,2026-03-12,15,Thursday,11,3,False,PlayStation 5,Europe,regular,100.0
12611,74,1.0,2026-03-12 15:16:18.196005,2026-03-12,15,Thursday,11,3,False,PC,Europe,regular,51.0
12612,360,9.0,2026-03-12 15:23:18.196005,2026-03-12,15,Thursday,11,3,False,Xbox Series X,Asia,hardcore,251.0
12613,284,1.0,2026-03-12 15:32:18.196005,2026-03-12,15,Thursday,11,3,False,PlayStation 5,South America,regular,108.0
12614,292,7.0,2026-03-12 15:40:18.196005,2026-03-12,15,Thursday,11,3,False,Xbox Series X,Europe,hardcore,265.0
12615,367,,2026-03-12 15:43:18.196005,2026-03-12,15,Thursday,11,3,False,PlayStation 5,Asia,hardcore,151.0
12616,194,7.0,2026-03-12 15:47:18.196005,2026-03-12,15,Thursday,11,3,False,PlayStation 5,Europe,regular,81.0
12617,87,,2026-03-12 16:09:18.196005,2026-03-12,16,Thursday,11,3,False,PC,Europe,hardcore,132.0
12618,170,1.0,2026-03-12 16:14:18.196005,2026-03-12,16,Thursday,11,3,False,PC,Europe,hardcore,255.0
12619,183,3.0,2026-03-12 16:29:18.196005,2026-03-12,16,Thursday,11,3,False,PC,Europe,regular,61.0
12620,294,3.0,2026-03-12 16:33:18.196005,2026-03-12,16,Thursday,11,3,False,PlayStation 5,Europe,regular,52.0
12621,337,3.0,2026-03-12 16:49:18.196005,2026-03-12,16,Thursday,11,3,False,Xbox Series X,North America,hardcore,141.0
12622,284,1.0,2026-03-12 16:54:18.196005,2026-03-12,16,Thursday,11,3,False,PlayStation 5,South America,regular,47.0
12623,174,6.0,2026-03-12 16:57:18.196005,2026-03-12,16,Thursday,11,3,False,PC,South America,hardcore,129.0
12624,94,,2026-03-12 17:18:18.196005,2026-03-12,17,Thursday,11,3,False,PC,Asia,regular,97.0
12625,134,,2026-03-12 17:28:18.196005,2026-03-12,17,Thursday,11,3,False,PC,North America,regular,79.0
12626,280,1.0,2026-03-12 17:45:18.196005,2026-03-12,17,Thursday,11,3,False,PC,Europe,hardcore,199.0
12627,363,8.0,2026-03-12 17:58:18.196005,2026-03-12,17,Thursday,11,3,False,Xbox Series X,South America,hardcore,196.0
12628,87,,2026-03-12 18:00:18.196005,2026-03-12,18,Thursday,11,3,False,PC,Europe,hardcore,98.0
12629,214,,2026-03-12 18:11:18.196005,2026-03-12,18,Thursday,11,3,False,PlayStation 5,North America,hardcore,152.0
12630,127,10.0,2026-03-12 18:14:18.196005,2026-03-12,18,Thursday,11,3,False,Xbox Series X,Asia,hardcore,214.0
12631,256,,2026-03-12 18:20:18.196005,2026-03-12,18,Thursday,11,3,False,PlayStation 5,Asia,hardcore,192.0
12632,55,3.0,2026-03-12 18:24:18.196005,2026-03-12,18,Thursday,11,3,False,Xbox Series X,North America,regular,67.0
12633,260,9.0,2026-03-12 19:06:18.196005,2026-03-12,19,Thursday,11,3,False,Xbox Series X,North America,hardcore,145.0
12634,337,3.0,2026-03-12 19:11:18.196005,2026-03-12,19,Thursday,11,3,False,Xbox Series X,North America,hardcore,270.0
12635,127,10.0,2026-03-12 20:00:18.196005,2026-03-12,20,Thursday,11,3,False,Xbox Series X,Asia,hardcore,217.0
12636,390,1.0,2026-03-12 20:02:18.196005,2026-03-12,20,Thursday,11,3,False,PlayStation 5,North America,hardcore,267.0
12637,205,7.0,2026-03-12 20:05:18.196005,2026-03-12,20,Thursday,11,3,False,Xbox Series X,South America,hardcore,257.0
12638,12,,2026-03-12 20:12:18.196005,2026-03-12,20,Thursday,11,3,False,PlayStation 5,Europe,hardcore,187.0
12639,361,9.0,2026-03-12 20:31:18.196005,2026-03-12,20,Thursday,11,3,False,PlayStation 5,Europe,regular,56.0
12640,341,9.0,2026-03-12 20:45:18.196005,2026-03-12,20,Thursday,11,3,False,PlayStation 5,North America,hardcore,159.0
12641,259,9.0,2026-03-12 20:52:18.196005,2026-03-12,20,Thursday,11,3,False,PC,North America,hardcore,117.0
12642,363,8.0,2026-03-12 21:02:18.196005,2026-03-12,21,Thursday,11,3,False,Xbox Series X,South America,hardcore,241.0
12643,229,8.0,2026-03-12 21:06:18.196005,2026-03-12,21,Thursday,11,3,False,Xbox Series X,North America,regular,76.0
12644,42,4.0,2026-03-12 21:10:18.196005,2026-03-12,21,Thursday,11,3,False,Xbox Series X,North America,regular,45.0
12645,259,9.0,2026-03-12 21:13:18.196005,2026-03-12,21,Thursday,11,3,False,PC,North America,hardcore,248.0
12646,278,8.0,2026-03-12 21:13:18.196005,2026-03-12,21,Thursday,11,3,False,PlayStation 5,Europe,regular,109.0
12647,337,3.0,2026-03-12 21:14:18.196005,2026-03-12,21,Thursday,11,3,False,Xbox Series X,North America,hardcore,283.0
12648,203,7.0,2026-03-12 21:16:18.196005,2026-03-12,21,Thursday,11,3,False,PlayStation 5,Europe,hardcore,242.0
12649,334,,2026-03-12 21:19:18.196005,2026-03-12,21,Thursday,11,3,False,PlayStation 5,Asia,hardcore,197.0
12650,376,10.0,2026-03-12 21:20:18.196005,2026-03-12,21,Thursday,11,3,False,Xbox Series X,Europe,hardcore,172.0
12651,203,7.0,2026-03-12 21:20:18.196005,2026-03-12,21,Thursday,11,3,False,PlayStation 5,Europe,hardcore,187.0
12652,356,4.0,2026-03-12 21:23:18.196005,2026-03-12,21,Thursday,11,3,False,PC,Europe,hardcore,260.0
12653,243,,2026-03-12 21:37:18.196005,2026-03-12,21,Thursday,11,3,False,PC,North America,hardcore,101.0
12654,135,,2026-03-12 21:41:18.196005,2026-03-12,21,Thursday,11,3,False,Xbox Series X,North America,regular,89.0
12655,367,,2026-03-12 21:44:18.196005,2026-03-12,21,Thursday,11,3,False,PlayStation 5,Asia,hardcore,135.0
12656,389,7.0,2026-03-12 21:46:18.196005,2026-03-12,21,Thursday,11,3,False,PC,North America,regular,75.0
12657,152,,2026-03-12 21:51:18.196005,2026-03-12,21,Thursday,11,3,False,PC,Europe,hardcore,167.0
12658,304,7.0,2026-03-12 21:52:18.196005,2026-03-12,21,Thursday,11,3,False,PlayStation 5,North America,hardcore,176.0
12659,284,1.0,2026-03-12 21:52:18.196005,2026-03-12,21,Thursday,11,3,False,PlayStation 5,South America,regular,118.0
12660,284,1.0,2026-03-12 21:56:18.196005,2026-03-12,21,Thursday,11,3,False,PlayStation 5,South America,regular,105.0
12661,4,,2026-03-12 22:05:18.196005,2026-03-12,22,Thursday,11,3,False,Xbox Series X,South America,regular,101.0
12662,94,,2026-03-12 22:07:18.196005,2026-03-12,22,Thursday,11,3,False,PC,Asia,regular,72.0
12663,153,,2026-03-12 22:09:18.196005,2026-03-12,22,Thursday,11,3,False,PC,South America,hardcore,143.0
12664,376,10.0,2026-03-12 22:14:18.196005,2026-03-12,22,Thursday,11,3,False,Xbox Series X,Europe,hardcore,125.0
12665,83,4.0,2026-03-12 22:19:18.196005,2026-03-12,22,Thursday,11,3,False,Xbox Series X,Asia,hardcore,155.0
12666,183,3.0,2026-03-12 22:21:18.196005,2026-03-12,22,Thursday,11,3,False,PC,Europe,regular,83.0
12667,127,10.0,2026-03-12 22:30:18.196005,2026-03-12,22,Thursday,11,3,False,Xbox Series X,Asia,hardcore,284.0
12668,409,4.0,2026-03-12 23:00:18.196005,2026-03-12,23,Thursday,11,3,False,PC,Asia,hardcore,160.0
12669,39,7.0,2026-03-12 23:06:18.196005,2026-03-12,23,Thursday,11,3,False,PC,Europe,regular,79.0
12670,156,,2026-03-12 23:31:18.196005,2026-03-12,23,Thursday,11,3,False,PC,Europe,hardcore,295.0
12671,361,9.0,2026-03-12 23:39:18.196005,2026-03-12,23,Thursday,11,3,False,PlayStation 5,Europe,regular,74.0
12672,153,,2026-03-12 23:48:18.196005,2026-03-12,23,Thursday,11,3,False,PC,South America,hardcore,142.0
12673,197,,2026-03-12 23:48:18.196005,2026-03-12,23,Thursday,11,3,False,PlayStation 5,Europe,hardcore,150.0
12674,37,9.0,2026-03-12 23:52:18.196005,2026-03-12,23,Thursday,11,3,False,PlayStation 5,Asia,regular,111.0
12675,28,,2026-03-13 00:14:18.196005,2026-03-13,0,Friday,11,3,False,PC,Oceania,hardcore,269.0
12676,287,,2026-03-13 00:15:18.196005,2026-03-13,0,Friday,11,3,False,Xbox Series X,Europe,regular,118.0
12677,337,3.0,2026-03-13 00:17:18.196005,2026-03-13,0,Friday,11,3,False,Xbox Series X,North America,hardcore,239.0
12678,260,9.0,2026-03-13 00:30:18.196005,2026-03-13,0,Friday,11,3,False,Xbox Series X,North America,hardcore,231.0
12679,134,,2026-03-13 00:37:18.196005,2026-03-13,0,Friday,11,3,False,PC,North America,regular,67.0
12680,12,,2026-03-13 00:40:18.196005,2026-03-13,0,Friday,11,3,False,PlayStation 5,Europe,hardcore,246.0
12681,78,9.0,2026-03-13 00:40:18.196005,2026-03-13,0,Friday,11,3,False,PC,Asia,regular,99.0
12682,152,,2026-03-13 00:49:18.196005,2026-03-13,0,Friday,11,3,False,PC,Europe,hardcore,110.0
12683,292,7.0,2026-03-13 00:57:18.196005,2026-03-13,0,Friday,11,3,False,Xbox Series X,Europe,hardcore,294.0
12684,55,3.0,2026-03-13 01:22:18.196005,2026-03-13,1,Friday,11,3,False,Xbox Series X,North America,regular,60.0
12685,344,,2026-03-13 01:42:18.196005,2026-03-13,1,Friday,11,3,False,PlayStation 5,Europe,regular,88.0
12686,361,9.0,2026-03-13 01:42:18.196005,2026-03-13,1,Friday,11,3,False,PlayStation 5,Europe,regular,71.0
12687,363,8.0,2026-03-13 01:46:18.196005,2026-03-13,1,Friday,11,3,False,Xbox Series X,South America,hardcore,133.0
12688,121,8.0,2026-03-13 02:16:18.196005,2026-03-13,2,Friday,11,3,False,PC,North America,regular,111.0
12689,56,8.0,2026-03-13 02:17:18.196005,2026-03-13,2,Friday,11,3,False,Xbox Series X,North America,regular,56.0
12690,267,9.0,2026-03-13 02:20:18.196005,2026-03-13,2,Friday,11,3,False,PlayStation 5,Europe,regular,99.0
12691,279,9.0,2026-03-13 02:25:18.196005,2026-03-13,2,Friday,11,3,False,PlayStation 5,Asia,hardcore,277.0
12692,160,6.0,2026-03-13 02:29:18.196005,2026-03-13,2,Friday,11,3,False,Xbox Series X,Europe,regular,98.0
12693,1,,2026-03-13 02:40:18.196005,2026-03-13,2,Friday,11,3,False,PC,Asia,regular,102.0
12694,98,10.0,2026-03-13 02:47:18.196005,2026-03-13,2,Friday,11,3,False,Xbox Series X,North America,regular,64.0
12695,368,7.0,2026-03-13 03:04:18.196005,2026-03-13,3,Friday,11,3,False,Xbox Series X,North America,regular,94.0
12696,243,,2026-03-13 03:09:18.196005,2026-03-13,3,Friday,11,3,False,PC,North America,hardcore,131.0
12697,363,8.0,2026-03-13 03:20:18.196005,2026-03-13,3,Friday,11,3,False,Xbox Series X,South America,hardcore,195.0
12698,284,1.0,2026-03-13 03:23:18.196005,2026-03-13,3,Friday,11,3,False,PlayStation 5,South America,regular,71.0
12699,387,1.0,2026-03-13 03:24:18.196005,2026-03-13,3,Friday,11,3,False,Xbox Series X,North America,regular,71.0
12700,409,4.0,2026-03-13 11:35:18.196005,2026-03-13,11,Friday,11,3,False,PC,Asia,hardcore,107.0
12701,334,,2026-03-13 11:41:18.196005,2026-03-13,11,Friday,11,3,False,PlayStation 5,Asia,hardcore,127.0
12702,84,6.0,2026-03-13 11:47:18.196005,2026-03-13,11,Friday,11,3,False,PlayStation 5,Asia,hardcore,232.0
12703,339,6.0,2026-03-13 11:48:18.196005,2026-03-13,11,Friday,11,3,False,Xbox Series X,Asia,hardcore,253.0
12704,205,7.0,2026-03-13 11:50:18.196005,2026-03-13,11,Friday,11,3,False,Xbox Series X,South America,hardcore,209.0
12705,367,,2026-03-13 11:54:18.196005,2026-03-13,11,Friday,11,3,False,PlayStation 5,Asia,hardcore,186.0
12706,127,10.0,2026-03-13 12:04:18.196005,2026-03-13,12,Friday,11,3,False,Xbox Series X,Asia,hardcore,121.0
12707,63,7.0,2026-03-13 12:09:18.196005,2026-03-13,12,Friday,11,3,False,PC,Asia,hardcore,154.0
12708,84,6.0,2026-03-13 12:09:18.196005,2026-03-13,12,Friday,11,3,False,PlayStation 5,Asia,hardcore,169.0
12709,120,1.0,2026-03-13 12:35:18.196005,2026-03-13,12,Friday,11,3,False,PC,Europe,hardcore,182.0
12710,78,9.0,2026-03-13 12:37:18.196005,2026-03-13,12,Friday,11,3,False,PC,Asia,regular,57.0
12711,131,9.0,2026-03-13 12:46:18.196005,2026-03-13,12,Friday,11,3,False,Xbox Series X,Europe,regular,108.0
12712,409,4.0,2026-03-13 13:05:18.196005,2026-03-13,13,Friday,11,3,False,PC,Asia,hardcore,240.0
12713,21,9.0,2026-03-13 13:09:18.196005,2026-03-13,13,Friday,11,3,False,Xbox Series X,Europe,hardcore,228.0
12714,98,10.0,2026-03-13 13:11:18.196005,2026-03-13,13,Friday,11,3,False,Xbox Series X,North America,regular,103.0
12715,285,6.0,2026-03-13 13:15:18.196005,2026-03-13,13,Friday,11,3,False,PlayStation 5,Oceania,regular,50.0
12716,297,10.0,2026-03-13 13:34:18.196005,2026-03-13,13,Friday,11,3,False,Xbox Series X,North America,hardcore,149.0
12717,80,3.0,2026-03-13 13:35:18.196005,2026-03-13,13,Friday,11,3,False,PlayStation 5,North America,regular,57.0
12718,280,1.0,2026-03-13 13:37:18.196005,2026-03-13,13,Friday,11,3,False,PC,Europe,hardcore,238.0
12719,430,8.0,2026-03-13 13:53:18.196005,2026-03-13,13,Friday,11,3,False,PlayStation 5,Asia,regular,48.0
12720,131,9.0,2026-03-13 13:54:18.196005,2026-03-13,13,Friday,11,3,False,Xbox Series X,Europe,regular,84.0
12721,48,6.0,2026-03-13 13:59:18.196005,2026-03-13,13,Friday,11,3,False,Xbox Series X,Europe,regular,86.0
